title,reporting_organisation,iati_identifier,sector_code,sector_name,start_actual,end_actual,recipient_country,recipient_country_code,position,budget_date,budget_amount
NOTFORPROFITORG and P0118 for SRH Rights in Conflict Affected Communities CSCF317,Department for International Development,GB-1-105791-101,15160,Human rights,4/1/2005,3/31/2010,Uganda,UG,,4/1/2005,88849
NOTFORPROFITORG and P0118 for Project Hope: Women and Girls Living With HIV/AIDS CSCF350,Department for International Development,GB-1-105792-101,13040,STD control including HIV/Aids,4/1/2005,3/31/2010,Uganda,UG,,4/1/2005,94201
NOTFORPROFITORG and P0118 for Project Hope: Women and Girls Living With HIV/AIDS CSCF350,Department for International Development,GB-1-105792-101,13040,STD control including HIV/Aids,4/1/2005,3/31/2010,Uganda,UG,,4/1/2005,117474
NOTFORPROFITORG and P0118 for Project Hope: Women and Girls Living With HIV/AIDS CSCF350,Department for International Development,GB-1-105792-101,13040,STD control including HIV/Aids,4/1/2005,3/31/2010,Uganda,UG,,4/1/2005,111560
NOTFORPROFITORG and P0118 for Project Hope: Women and Girls Living With HIV/AIDS CSCF350,Department for International Development,GB-1-105792-101,13040,STD control including HIV/Aids,4/1/2005,3/31/2010,Uganda,UG,,4/1/2005,105299
Accountable Grant CSCF0350: PROJECT HOPE,Department for International Development,GB-1-105792-102,13040,STD control including HIV/Aids,10/24/2005,3/1/2010,Uganda,UG,,10/24/2005,48708
NOTFORPROFITORG and P0118 for Strengthening Girls and Women's Education CSCF407,Department for International Development,GB-1-105794-101,11110,Education policy and administrative management,5/1/2007,3/31/2010,Uganda,UG,,5/1/2007,105057
NOTFORPROFITORG and P0118 for Strengthening Girls and Women's Education CSCF407,Department for International Development,GB-1-105794-101,11110,Education policy and administrative management,5/1/2007,3/31/2010,Uganda,UG,,5/1/2007,186568
NOTFORPROFITORG and P0118 for Strengthening Girls and Women's Education CSCF407,Department for International Development,GB-1-105794-101,11110,Education policy and administrative management,5/1/2007,3/31/2010,Uganda,UG,,5/1/2007,-9177
Accountable Grant CSCF0407: STRENGTHENING GIRLS AND WOMENS EDUCATION,Department for International Development,GB-1-105794-102,11110,Education policy and administrative management,6/1/2007,3/1/2010,Uganda,UG,,6/1/2007,150561
HUMANITASSISTANCE and P0024 for Red Cross Humanitarian & Recovery Programme,Department for International Development,GB-1-113258-101,74010,Disaster prevention and preparedness,8/1/2007,1/1/2011,Uganda,UG,,8/1/2007,1165518
HUMANITASSISTANCE and P0024 for Red Cross Humanitarian & Recovery Programme,Department for International Development,GB-1-113258-101,74010,Disaster prevention and preparedness,8/1/2007,1/1/2011,Uganda,UG,,8/1/2007,288364
HUMANITASSISTANCE and P0024 for Red Cross Humanitarian & Recovery Programme,Department for International Development,GB-1-113258-101,74010,Disaster prevention and preparedness,8/1/2007,1/1/2011,Uganda,UG,,8/1/2007,987352
HUMANITASSISTANCE and P0024 for Red Cross Humanitarian & Recovery Programme,Department for International Development,GB-1-113258-101,74010,Disaster prevention and preparedness,8/1/2007,1/1/2011,Uganda,UG,,8/1/2007,60882
PROCOFSERVICES and P0024 for Civil Society Voice & Accountability Programme,Department for International Development,GB-1-113305-101,15150,Democratic participation and civil society,10/1/2007,10/1/2012,Uganda,UG,,10/1/2007,8244
PROCOFSERVICES and P0024 for Civil Society Voice & Accountability Programme,Department for International Development,GB-1-113305-101,15150,Democratic participation and civil society,10/1/2007,10/1/2012,Uganda,UG,,10/1/2007,2668
PROCOFSERVICES and P0024 for Civil Society Voice & Accountability Programme,Department for International Development,GB-1-113305-101,15150,Democratic participation and civil society,10/1/2007,10/1/2012,Uganda,UG,,10/1/2007,32
OTHERBILATERALDONOR and P0024 for Civil Society Voice & Accountability Programme,Department for International Development,GB-1-113305-102,15150,Democratic participation and civil society,10/1/2007,10/1/2012,Uganda,UG,,10/1/2007,29523
OTHERBILATERALDONOR and P0024 for Civil Society Voice & Accountability Programme,Department for International Development,GB-1-113305-102,15150,Democratic participation and civil society,10/1/2007,10/1/2012,Uganda,UG,,10/1/2007,12231
Support to the Independent Development Fund,Department for International Development,GB-1-113305-103,15160,Human rights,10/1/2008,10/29/2008,Uganda,UG,,10/1/2008,246991
Support to the Independent Development Fund,Department for International Development,GB-1-113305-103,15160,Human rights,10/1/2008,10/29/2008,Uganda,UG,,10/1/2008,3008
Procurement of services for Support to Deepening Democracy Programme in Uganda,Department for International Development,GB-1-113329-101,15151,Elections,4/1/2007,12/30/2011,Uganda,UG,,4/1/2007,6223
Procurement of services for Support to Deepening Democracy Programme in Uganda,Department for International Development,GB-1-113329-101,15151,Elections,4/1/2007,12/30/2011,Uganda,UG,,4/1/2007,15509
Procurement of services for Support to Deepening Democracy Programme in Uganda,Department for International Development,GB-1-113329-101,15151,Elections,4/1/2007,12/30/2011,Uganda,UG,,4/1/2007,109
Procurement of services for Support to Deepening Democracy Programme in Uganda,Department for International Development,GB-1-113329-101,15151,Elections,4/1/2007,12/30/2011,Uganda,UG,,4/1/2007,-5204
Procurement of services for Support to Deepening Democracy Programme in Uganda,Department for International Development,GB-1-113329-101,15151,Elections,4/1/2007,12/30/2011,Uganda,UG,,4/1/2007,33363
Joint basket fund: Support to Deepening Democracy Programme in Uganda,Department for International Development,GB-1-113329-102,15151,Elections,4/1/2007,12/30/2011,Uganda,UG,,4/1/2007,500000
Joint basket fund: Support to Deepening Democracy Programme in Uganda,Department for International Development,GB-1-113329-102,15151,Elections,4/1/2007,12/30/2011,Uganda,UG,,4/1/2007,987822
Joint basket fund: Support to Deepening Democracy Programme in Uganda,Department for International Development,GB-1-113329-102,15151,Elections,4/1/2007,12/30/2011,Uganda,UG,,4/1/2007,3650000
Joint basket fund: Support to Deepening Democracy Programme in Uganda,Department for International Development,GB-1-113329-102,15151,Elections,4/1/2007,12/30/2011,Uganda,UG,,4/1/2007,12176
Irish Aid - Public Order Management Programme,Department for International Development,GB-1-113329-103,15210,Security system management and reform,10/8/2010,3/31/2011,Uganda,UG,,10/8/2010,800000
Support to the PMA Secretariat Accountable Grant,Department for International Development,GB-1-113458-101,31110,Agricultural policy and administrative management,4/1/2007,3/31/2011,Uganda,UG,,4/1/2007,68754
Support to the PMA Secretariat Accountable Grant,Department for International Development,GB-1-113458-101,31110,Agricultural policy and administrative management,4/1/2007,3/31/2011,Uganda,UG,,4/1/2007,119067
Support to the PMA Secretariat Accountable Grant,Department for International Development,GB-1-113458-101,31110,Agricultural policy and administrative management,4/1/2007,3/31/2011,Uganda,UG,,4/1/2007,-68059
Accountable Grant AG4823: UGANDA AGRICULTURAL STRATEGY SUPPORT PROGRAM,Department for International Development,GB-1-113458-102,31110,Agricultural policy and administrative management,1/18/2008,3/31/2011,Uganda,UG,,1/18/2008,-357307
Accountable Grant AG4823: UGANDA AGRICULTURAL STRATEGY SUPPORT PROGRAM,Department for International Development,GB-1-113458-102,31110,Agricultural policy and administrative management,1/18/2008,3/31/2011,Uganda,UG,,1/18/2008,234177
Accountable Grant AG4823: UGANDA AGRICULTURAL STRATEGY SUPPORT PROGRAM,Department for International Development,GB-1-113458-102,31110,Agricultural policy and administrative management,1/18/2008,3/31/2011,Uganda,UG,,1/18/2008,800957
PROCOFSERVICES and P0024 for Strengthening Anti-Corruption Capacity,Department for International Development,GB-1-113496-101,15111,Public finance management,9/1/2007,7/30/2011,Uganda,UG,,9/1/2007,15415
PROCOFSERVICES and P0024 for Strengthening Anti-Corruption Capacity,Department for International Development,GB-1-113496-101,15111,Public finance management,9/1/2007,7/30/2011,Uganda,UG,,9/1/2007,10697
PROCOFSERVICES and P0024 for Strengthening Anti-Corruption Capacity,Department for International Development,GB-1-113496-101,15111,Public finance management,9/1/2007,7/30/2011,Uganda,UG,,9/1/2007,264553
PROCOFSERVICES and P0024 for Strengthening Anti-Corruption Capacity,Department for International Development,GB-1-113496-101,15111,Public finance management,9/1/2007,7/30/2011,Uganda,UG,,9/1/2007,82808
PROCOFSERVICES and P0024 for Strengthening Anti-Corruption Capacity,Department for International Development,GB-1-113496-101,15111,Public finance management,9/1/2007,7/30/2011,Uganda,UG,,9/1/2007,226525
Other Bilateral Donor- Inspectorate General of Government,Department for International Development,GB-1-113496-102,15113,Anti-corruption organisations and institutions,9/1/2007,6/30/2010,Uganda,UG,,9/1/2007,125000
Other Bilateral Donor- Inspectorate General of Government,Department for International Development,GB-1-113496-102,15113,Anti-corruption organisations and institutions,9/1/2007,6/30/2010,Uganda,UG,,9/1/2007,575000
Non Budget Support Financial Aid- Directorate of Ethics and Integrity,Department for International Development,GB-1-113496-103,15113,Anti-corruption organisations and institutions,9/1/2007,6/30/2010,Uganda,UG,,9/1/2007,174515
Non Budget Support Financial Aid- Directorate of Ethics and Integrity,Department for International Development,GB-1-113496-103,15113,Anti-corruption organisations and institutions,9/1/2007,6/30/2010,Uganda,UG,,9/1/2007,124595
Non Budget Support Financial Aid- Directorate of Ethics and Integrity,Department for International Development,GB-1-113496-103,15113,Anti-corruption organisations and institutions,9/1/2007,6/30/2010,Uganda,UG,,9/1/2007,82889
Support to Civil Society and Private Sector,Department for International Development,GB-1-113496-104,15113,Anti-corruption organisations and institutions,9/1/2007,6/30/2010,Uganda,UG,,9/1/2007,400000
Financial Aid- Anti Corruption Division of the High Court,Department for International Development,GB-1-113496-105,15113,Anti-corruption organisations and institutions,9/1/2007,6/30/2010,Uganda,UG,,9/1/2007,900000
NONBUDSUPPFINAID and P0024 for Public Service Reform Programme Uganda,Department for International Development,GB-1-113597-101,15110,Public sector policy and administrative management,2/1/2008,6/1/2010,Uganda,UG,,2/1/2008,1500000
NONBUDSUPPFINAID and P0024 for Public Service Reform Programme Uganda,Department for International Development,GB-1-113597-101,15110,Public sector policy and administrative management,2/1/2008,6/1/2010,Uganda,UG,,2/1/2008,0
NONBUDSUPPFINAID and P0024 for Strengthening Anti Corruption Capacity,Department for International Development,GB-1-113616-101,15111,Public finance management,1/1/2008,7/1/2011,Uganda,UG,,1/1/2008,18000
Humanitarian Assistance and P0024 for Support World Food Programme 2008,Department for International Development,GB-1-113704-101,72040,Emergency food aid,3/1/2008,3/31/2010,Uganda,UG,,3/1/2008,4000000
Humanitarian Assistance and P0024 for Support World Food Programme 2008,Department for International Development,GB-1-113704-101,72040,Emergency food aid,3/1/2008,3/31/2010,Uganda,UG,,3/1/2008,8000000
Humanitarian Assistance and P0024 for Support World Food Programme 2008,Department for International Development,GB-1-113704-101,72040,Emergency food aid,3/1/2008,3/31/2010,Uganda,UG,,3/1/2008,8000000
HUMANITASSISTANCE and P0025 for Emergency Disarmament and Reintegration Project.,Department for International Development,GB-1-113873-101,73010,Reconstruction relief and rehabilitation,4/1/2008,7/1/2010,Uganda,UG,,4/1/2008,1000000
HUMANITASSISTANCE and P0025 for Emergency Disarmament and Reintegration Project.,Department for International Development,GB-1-113873-101,73010,Reconstruction relief and rehabilitation,4/1/2008,7/1/2010,Uganda,UG,,4/1/2008,700000
Accountable Grant : Ag 5029 Care International in Uganda,Department for International Development,GB-1-200104-101,24081,Education/training in banking and financial services,2/4/2008,8/31/2010,Uganda,UG,,2/4/2008,471798
Accountable Grant : Ag 5029 Care International in Uganda,Department for International Development,GB-1-200104-101,24081,Education/training in banking and financial services,2/4/2008,8/31/2010,Uganda,UG,,2/4/2008,712521
Accountable Grant : Ag 5029 Care International in Uganda,Department for International Development,GB-1-200104-101,24081,Education/training in banking and financial services,2/4/2008,8/31/2010,Uganda,UG,,2/4/2008,355680
Multilateral - UN OCHA Humanitarian Coordination and Exit Strategy,Department for International Development,GB-1-200168-101,74010,Disaster prevention and preparedness,10/23/2008,12/30/2009,Uganda,UG,,10/23/2008,101415
Multilateral - UN OCHA Humanitarian Coordination and Exit Strategy,Department for International Development,GB-1-200168-101,74010,Disaster prevention and preparedness,10/23/2008,12/30/2009,Uganda,UG,,10/23/2008,648584
Trust Pool - Trademark East Africa - Uganda Window,Department for International Development,GB-1-200171-101,33110,Trade policy and administrative management,9/19/2008,8/31/2014,Uganda,UG,,9/19/2008,27446
